Date,Open,High,Low,Close,Adj Close,Volume
2009-03-01,6.400000,6.400000,6.250000,6.250000,6.250000,1100
2009-04-01,6.250000,8.200000,6.250000,8.200000,8.200000,1000
2009-05-01,8.200000,8.250000,8.200000,8.250000,8.250000,3000
2009-06-01,8.250000,11.650000,8.250000,11.250000,11.250000,4500
2009-07-01,11.250000,14.000000,11.250000,13.950000,13.950000,3100
2009-08-01,14.950000,16.500000,12.750000,16.500000,16.500000,7400
2009-09-01,7.000000,17.000000,7.000000,17.000000,17.000000,7100
2009-10-01,16.000000,16.750000,14.940000,14.940000,14.940000,15100
2009-11-01,14.940000,16.500000,14.940000,16.500000,16.500000,2600
2009-12-01,16.500000,18.250000,16.500000,17.000000,17.000000,2500
2010-01-01,17.000000,17.750000,15.750000,17.350000,17.350000,8400
2010-02-01,17.000000,17.500000,16.650000,17.500000,17.500000,5000
2010-03-01,17.500000,19.150000,17.000000,18.000000,18.000000,15600
2010-04-01,18.799999,21.450001,18.799999,21.250000,21.250000,40000
2010-05-01,21.500000,22.750000,18.700001,20.400000,20.400000,24100
2010-06-01,19.900000,21.450001,19.000000,21.250000,21.250000,10300
2010-07-01,20.000000,21.000000,18.600000,20.549999,20.549999,13300
2010-08-01,21.799999,22.500000,19.400000,19.900000,19.900000,13600
2010-09-01,20.600000,23.950001,20.500000,23.900000,23.900000,19300
2010-10-01,24.500000,26.250000,23.400000,26.250000,26.250000,20200
2010-11-01,27.100000,29.760000,26.000000,26.450001,26.450001,27600
2010-12-01,27.740000,29.000000,26.170000,27.690001,27.690001,18100
2011-01-01,26.000000,30.910000,26.000000,30.100000,30.100000,47400
2011-02-01,30.250000,30.250000,25.299999,26.000000,26.000000,11600
2011-03-01,26.660000,30.450001,26.219999,30.049999,30.049999,57200
2011-04-01,30.250000,38.000000,29.500000,38.000000,38.000000,17900
2011-05-01,35.000000,38.250000,33.750000,35.450001,35.450001,41200
2011-06-01,34.700001,36.000000,32.000000,35.250000,35.250000,19900
2011-07-01,36.000000,38.000000,32.799999,38.000000,38.000000,10400
2011-08-01,38.000000,38.000000,24.000000,29.850000,29.850000,33100
2011-09-01,29.850000,30.000000,25.000000,26.250000,26.250000,28300
2011-10-01,26.250000,32.000000,25.510000,30.600000,30.600000,33100
2011-11-01,30.000000,34.000000,26.000000,29.000000,29.000000,8000
2011-12-01,29.450001,30.250000,25.250000,25.250000,25.250000,24200
2012-01-01,25.250000,31.000000,25.250000,28.600000,28.600000,8000
2012-02-01,30.000000,30.500000,27.250000,28.000000,28.000000,22300
2012-03-01,28.000000,30.250000,27.500000,29.350000,29.350000,18500
2012-04-01,29.350000,33.250000,29.350000,32.750000,32.750000,29700
2012-05-01,32.799999,32.799999,28.250000,30.000000,30.000000,21700
2012-06-01,30.000000,30.500000,27.500000,28.700001,28.700001,12200
2012-07-01,28.700001,29.250000,27.750000,27.750000,27.750000,13700
2012-08-01,28.299999,31.000000,28.299999,30.049999,30.049999,17200
2012-09-01,30.049999,31.750000,28.250000,30.500000,30.500000,3800
2012-10-01,30.500000,32.000000,29.500000,29.500000,29.500000,3800
2012-11-01,29.500000,34.049999,28.000000,32.750000,32.750000,44500
2012-12-01,33.250000,34.349998,30.150000,30.150000,30.150000,7500
2013-01-01,33.250000,33.450001,30.500000,31.700001,31.700001,22300
2013-02-01,31.700001,33.200001,30.500000,33.200001,33.200001,87200
2013-03-01,33.200001,35.500000,31.000000,35.080002,35.080002,26900
2013-04-01,35.080002,35.099998,30.799999,34.500000,34.500000,31400
2013-05-01,34.500000,42.750000,34.500000,41.250000,41.250000,17800
2013-06-01,41.250000,41.500000,39.000000,40.529999,40.529999,14600
2013-07-01,43.310001,44.500000,38.549999,44.099998,44.099998,57800
2013-08-01,44.099998,48.250000,44.000000,45.480000,45.480000,13600
2013-09-01,47.500000,52.799999,46.700001,52.799999,52.799999,12900
2013-10-01,51.000000,56.500000,49.000000,54.480000,54.480000,23300
2013-11-01,54.480000,59.849998,54.480000,59.250000,59.250000,7100
2013-12-01,60.000000,60.000000,54.049999,58.000000,58.000000,11900
2014-01-01,55.950001,58.250000,52.009998,55.299999,55.299999,22200
2014-02-01,55.950001,63.299999,45.000000,45.000000,45.000000,25300
2014-03-01,45.000000,64.449997,45.000000,61.500000,61.500000,6600
2014-04-01,63.000000,65.500000,63.000000,64.019997,64.019997,12200
2014-05-01,64.019997,71.000000,62.000000,70.000000,70.000000,9500
2014-06-01,70.000000,75.000000,70.000000,75.000000,75.000000,7600
2014-07-01,75.000000,78.800003,72.500000,78.800003,78.800003,49500
2014-08-01,77.599998,80.000000,71.599998,73.000000,73.000000,4400
2014-09-01,71.800003,71.800003,56.349998,56.349998,56.349998,9600
2014-10-01,56.349998,57.700001,49.000000,57.700001,57.700001,10700
2014-11-01,57.700001,59.599998,55.500000,55.560001,55.560001,8300
2014-12-01,55.560001,57.700001,53.599998,56.750000,56.750000,17600
2015-01-01,56.750000,58.750000,53.000000,53.049999,53.049999,14100
2015-02-01,53.049999,53.049999,47.750000,48.950001,48.950001,30700
2015-03-01,48.950001,51.139999,48.500000,49.500000,49.500000,56600
2015-04-01,49.500000,58.500000,48.549999,56.000000,56.000000,11200
2015-05-01,54.000000,56.150002,50.200001,52.250000,52.250000,16500
2015-06-01,52.250000,52.250000,44.400002,46.299999,46.299999,12600
2015-07-01,46.299999,46.299999,36.599998,43.200001,43.200001,6000
2015-08-01,43.200001,43.250000,33.000000,39.599998,39.599998,45500
2015-09-01,40.980000,45.900002,40.980000,44.900002,44.900002,20700
2015-10-01,46.000000,47.500000,44.290001,47.450001,47.450001,21600
2015-11-01,47.450001,51.349998,47.450001,48.500000,48.500000,28100
2015-12-01,48.500000,48.500000,43.000000,43.150002,43.150002,10700
2016-01-01,43.150002,43.150002,37.849998,39.099998,39.099998,42500
2016-02-01,39.500000,41.950001,38.580002,41.130001,41.130001,3200
2016-03-01,41.130001,46.349998,41.130001,45.790001,45.790001,10300
2016-04-01,42.500000,45.000000,41.000000,42.599998,42.599998,8400
2016-05-01,41.599998,41.599998,38.000000,40.700001,40.700001,22100
2016-06-01,40.799999,41.099998,39.939999,40.029999,40.029999,2700
2016-07-01,40.029999,42.750000,39.099998,42.750000,42.750000,37800
2016-08-01,42.750000,42.820000,42.000000,42.279999,42.279999,11900
2016-09-01,42.549999,45.599998,42.549999,45.599998,45.599998,5600
2016-10-01,45.599998,46.150002,40.500000,41.200001,41.200001,10300
2016-11-01,41.200001,41.200001,36.000000,38.000000,38.000000,30900
2016-12-01,38.000000,41.000000,38.000000,41.000000,41.000000,12400
2017-01-01,41.000000,45.000000,38.000000,41.250000,41.250000,29600
2017-02-01,39.580002,43.000000,39.580002,42.200001,42.200001,10500
2017-03-01,43.669998,46.900002,41.330002,43.049999,43.049999,11400
2017-04-01,43.650002,43.650002,39.000000,39.799999,39.799999,2900
2017-05-01,39.000000,47.299999,39.000000,46.000000,46.000000,31600
2017-06-01,47.400002,49.650002,47.400002,48.349998,48.349998,8500
2017-07-01,48.349998,48.349998,45.230000,45.400002,45.400002,5800
2017-08-01,45.400002,49.000000,41.750000,41.750000,41.750000,35000
2017-09-01,41.750000,49.000000,38.759998,40.000000,40.000000,37000
2017-10-01,40.000000,49.000000,40.000000,45.250000,45.250000,3500
2017-11-01,46.250000,46.250000,43.000000,43.000000,43.000000,7500
2017-12-01,43.000000,50.000000,41.500000,44.400002,44.400002,35800
2018-01-01,44.400002,47.500000,41.500000,47.500000,47.500000,25600
2018-02-01,47.500000,47.500000,40.320000,40.320000,40.320000,25200
2018-03-01,40.500000,41.130001,36.599998,36.599998,36.599998,14900
2018-04-01,36.599998,46.009998,36.599998,46.009998,46.009998,20500
2018-05-01,46.009998,46.009998,39.500000,39.500000,39.500000,313000
2018-06-01,41.549999,47.500000,37.349998,37.349998,37.349998,4400
2018-07-01,37.349998,37.349998,34.599998,36.860001,36.860001,1300
2018-08-01,36.860001,36.860001,34.250000,34.250000,34.250000,4800
2018-09-01,34.250000,47.500000,32.200001,34.700001,34.700001,7700
2018-10-01,34.700001,35.900002,31.000000,31.000000,31.000000,1000
2018-11-01,31.000000,31.000000,25.250000,29.000000,29.000000,24400
2018-12-01,29.320000,30.799999,25.250000,25.250000,25.250000,11000
2019-01-01,25.250000,45.000000,25.250000,45.000000,45.000000,1600
2019-02-01,35.660000,35.799999,25.250000,32.410000,32.410000,2700
2019-03-01,32.410000,32.410000,30.350000,30.350000,30.350000,11600
2019-04-01,30.100000,33.500000,29.100000,33.500000,33.500000,5300
2019-05-01,33.500000,35.000000,29.500000,29.500000,29.500000,1500
2019-06-01,30.000000,33.349998,30.000000,30.500000,30.500000,2200
2019-07-01,30.500000,44.000000,30.500000,31.700001,31.700001,18600
2019-08-01,32.000000,32.000000,28.000000,28.000000,28.000000,10100
2019-09-01,28.000000,35.000000,28.000000,30.000000,30.000000,3800
2019-10-01,31.000000,34.400002,28.000000,31.400000,31.400000,6900
2019-11-01,31.400000,31.500000,30.500000,30.700001,30.700001,3500
2019-12-01,30.700001,32.500000,30.500000,31.500000,31.500000,2300
